Weight;AD(Andorra);AE(United Arab Emirates);AF(Afghanistan);AG(Antigua and Barbuda);AI(Anguilla);AL(Albania);AM(Armenia);AO(Angola);AR(Argentina);AS(American Samoa);AT(Austria);AU(Australia);AW(Aruba);AZ(Azerbaijan);BA(Bosnia and Herzegovina);BB(Barbados);BD(Bangladesh);BE(Belgium);BF(Burkina Faso);BG(Bulgaria);BH(Bahrain);BI(Burundi);BJ(Benin);BL(Saint Barthelemy);BM(Bermuda);BN(Brunei);BO(Bolivia);BR(Brazil);BS(Bahamas);BT(Bhutan);BW(Botswana);BY(Belarus);BZ(Belize);CA(Canada);CD(Congo, Dem. Republic);CF(Central African Republic);CG(Congo, Republic);CH(Switzerland);CI(Ivory Coast);CK(Cook Islands);CL(Chile);CM(Cameroon);CN(China);CO(Colombia);CR(Costa Rica);CU(Cuba);CV(Cape Verde);CY(Cyprus);CZ(Czech Republic);DE(Germany);DJ(Djibouti);DK(Denmark);DM(Dominica);DO(Dominican Republic);DZ(Algeria);EC(Ecuador);EE(Estonia);EG(Egypt);ER(Eritrea);ES(Spain);ET(Ethiopia);FI(Finland);FJ(Fiji);FM(Micronesia);FO(Faroe Islands);FR(France);GA(Gabon);GB(United Kingdom);GD(Grenada);GE(Georgia);GF(French Guiana);GG(Guernsey);GH(Ghana);GI(Gibraltar);GL(Greenland);GM(Gambia);GN(Guinea);GP(Guadeloupe);GQ(Equatorial Guinea);GR(Greece);GT(Guatemala);GU(Guam);GW(Guinea-Bissau);GY(Guyana);HK(HongKong);HN(Honduras);HR(Croatia);HT(Haiti);HU(Hungary);ID(Indonesia);IE(Ireland);IL(Israel);IN(India);IQ(Iraq);IR(Iran);IS(Iceland);IT(Italy);JE(Jersey);JM(Jamaica);JO(Jordan);JP(Japan);KE(Kenya);KG(Kyrgyzstan);KH(Cambodia);KI(Kiribati);KM(Comoros);KR(South Korea);KW(Kuwait);KY(Cayman Islands);KZ(Kazakhstan);LA(Laos);LB(Lebanon);LC(Saint Lucia);LI(Liechtenstein);LK(Sri Lanka);LR(Liberia);LS(Lesotho);LT(Lithuania);LU(Luxemburg);LV(Latvia);LY(Libya);MA(Morocco);MC(Monaco);MD(Moldova);ME(Montenegro);MF(Saint Martin);MG(Madagascar);MH(Marshall Islands);MK(Macedonia);ML(Mali);MM(Burma (Myanmar));MN(Mongolia);MO(Macau);MP(Northern Mariana Islands);MQ(Martinique);MR(Mauritania);MS(Montserrat);MT(Malta);MU(Mauritius);MV(Maldives);MW(Malawi);MX(Mexico);MY(Malaysia);MZ(Mozambique);NA(Namibia);NC(New Caledonia);NE(Niger);NG(Nigeria);NI(Nicaragua);NL(Netherlands);NO(Norway);NP(Nepal);NR(Nauru);NU(Niue);NZ(New Zealand);OM(Oman);PA(Panama);PE(Peru);PF(French Polynesia);PG(Papua New Guinea);PH(Philippines);PK(Pakistan);PL(Poland);PR(Puerto Rico);PS(Palestinian Territories);PT(Portugal);PW(Palau);PY(Paraguay);QA(Qatar);RE(Reunion Island);RO(Romania);RS(Serbia);RU(Russian Federation);RW(Rwanda);SA(Saudi Arabia);SB(Solomon Islands);SC(Seychelles);SD(Sudan);SE(Sweden);SG(Singapore);SI(Slovenia);SK(Slovakia);SL(Sierra Leone);SM(San Marino);SN(Senegal);SO(Somalia);SR(Suriname);ST(São Tomé and Príncipe);SV(El Salvador);SY(Syria);SZ(Swaziland);TC(Turks and Caicos Islands);TD(Chad);TG(Togo);TH(Thailand);TJ(Tajikistan);TL(East Timor);TM(Turkmenistan);TN(Tunisia);TO(Tonga);TR(Turkey);TT(Trinidad and Tobago);TV(Tuvalu);TW(Taiwan);TZ(Tanzania);UA(Ukraine);UG(Uganda);US(United States);UY(Uruguay);UZ(Uzbekistan);VC(Saint Vincent and the Grenadines);VE(Venezuela);VG(Virgin Islands (British));VI(Virgin Islands (U.S.));VN(Vietnam);VU(Vanuatu);WF(Wallis and Futuna);WS(Samoa);YE(Yemen);YT(Mayotte);ZA(South Africa);ZM(Zambia);ZW(Zimbabwe) 
467;256.57;2776.79;3463.36;3118.5;3118.5;416.87;416.87;3463.36;2946.1;3463.36;267.92;3463.36;3118.5;416.87;416.87;3118.5;3118.5;235.01;3463.36;416.87;3463.36;3463.36;3463.36;3463.36;3118.5;3118.5;3118.5;2946.1;3118.5;3463.36;3463.36;416.87;3118.5;2090;3463.36;4471.73;3463.36;326.9;3463.36;3118.5;2946.1;3463.36;3118.5;3118.5;3118.5;3118.5;3463.36;380.98;323.63;267.92;4981.67;326.9;3118.5;3118.5;3463.36;3118.5;387.38;3463.36;3463.36;158.65;3463.36;380.98;3463.36;3463.36;416.87;256.57;3463.36;267.92;3118.5;416.87;3463.36;1017.21;3463.36;208.49;2090;3463.36;3463.36;3118.5;3463.36;380.98;3118.5;3118.5;3463.36;3463.36;3118.5;3118.5;377.75;3118.5;350.25;3118.5;331.57;3463.36;3118.5;3463.36;3463.36;380.98;267.92;270.86;3118.5;3463.36;3118.5;3463.36;3463.36;4981.67;3463.36;4981.67;3118.5;3463.36;3118.5;2936.2;3463.36;3463.36;3463.36;328.53;3118.5;3463.36;3463.36;375.47;221.37;383.83;3463.36;416.87;308.22;416.87;416.87;3463.36;3463.36;3463.36;416.87;3463.36;3118.5;3463.36;3453.9;3463.36;3118.5;3463.36;3118.5;380.98;3463.36;3463.36;3463.36;2090;3118.5;3463.36;3463.36;3118.5;3463.36;3463.36;3118.5;256.57;380.98;3463.36;3118.5;5426.28;3463.36;3463.36;3118.5;3118.5;3463.36;3463.36;3118.5;3463.36;322.23;2090;3463.36;178.64;3463.36;3118.5;3463.36;3463.36;416.87;416.87;2936.2;3463.36;3463.36;3118.5;3463.36;3463.36;380.98;3118.5;325.2;350.25;3463.36;416.87;3463.36;5694.67;3118.5;3463.36;3118.5;3549.49;3463.36;3118.5;3463.36;3463.36;3118.5;3118.5;3463.36;4981.67;3463.36;3463.36;416.87;3118.5;3463.36;3118.5;3463.36;416.87;4981.67;1482.9;3118.5;2936.2;3463.36;3118.5;3118.5;3118.5;3118.5;4981.67;3463.36;3463.36;3463.36;3463.36;3463.36;3463.36;3463.36
468;256.57;2776.79;3463.36;3118.5;3118.5;416.87;416.87;3463.36;2946.1;3463.36;267.92;3463.36;3118.5;416.87;416.87;3118.5;3118.5;235.01;3463.36;416.87;3463.36;3463.36;3463.36;3463.36;3118.5;3118.5;3118.5;2946.1;3118.5;3463.36;3463.36;416.87;3118.5;2094.4;3463.36;4480.41;3463.36;327.6;3463.36;3118.5;2946.1;3463.36;3118.5;3118.5;3118.5;3118.5;3463.36;380.98;324.32;267.92;4991.3;327.6;3118.5;3118.5;3463.36;3118.5;388.21;3463.36;3463.36;158.99;3463.36;380.98;3463.36;3463.36;416.87;256.57;3463.36;267.92;3118.5;416.87;3463.36;1019.16;3463.36;208.49;2094.4;3463.36;3463.36;3118.5;3463.36;380.98;3118.5;3118.5;3463.36;3463.36;3118.5;3118.5;377.75;3118.5;351;3118.5;332.28;3463.36;3118.5;3463.36;3463.36;380.98;267.92;271.44;3118.5;3463.36;3118.5;3463.36;3463.36;4991.3;3463.36;4991.3;3118.5;3463.36;3118.5;2942.4;3463.36;3463.36;3463.36;329.24;3118.5;3463.36;3463.36;375.47;221.37;383.83;3463.36;416.87;308.88;416.87;416.87;3463.36;3463.36;3463.36;416.87;3463.36;3118.5;3463.36;3461.2;3463.36;3118.5;3463.36;3118.5;380.98;3463.36;3463.36;3463.36;2094.4;3118.5;3463.36;3463.36;3118.5;3463.36;3463.36;3118.5;256.57;380.98;3463.36;3118.5;5431.36;3463.36;3463.36;3118.5;3118.5;3463.36;3463.36;3118.5;3463.36;322.92;2094.4;3463.36;179.01;3463.36;3118.5;3463.36;3463.36;416.87;416.87;2942.4;3463.36;3463.36;3118.5;3463.36;3463.36;380.98;3118.5;325.2;351;3463.36;416.87;3463.36;5700;3118.5;3463.36;3118.5;3552.82;3463.36;3118.5;3463.36;3463.36;3118.5;3118.5;3463.36;4991.3;3463.36;3463.36;416.87;3118.5;3463.36;3118.5;3463.36;416.87;4991.3;1486;3118.5;2942.4;3463.36;3118.5;3118.5;3118.5;3118.5;4991.3;3463.36;3463.36;3463.36;3463.36;3463.36;3463.36;3463.36
469;256.57;2776.79;3463.36;3118.5;3118.5;416.87;416.87;3463.36;2946.1;3463.36;267.92;3463.36;3118.5;416.87;416.87;3118.5;3118.5;235.01;3463.36;416.87;3463.36;3463.36;3463.36;3463.36;3118.5;3118.5;3118.5;2946.1;3118.5;3463.36;3463.36;416.87;3118.5;2098.8;3463.36;4489.09;3463.36;328.3;3463.36;3118.5;2946.1;3463.36;3118.5;3118.5;3118.5;3118.5;3463.36;380.98;325.02;267.92;5000.92;328.3;3118.5;3118.5;3463.36;3118.5;389.04;3463.36;3463.36;159.33;3463.36;380.98;3463.36;3463.36;416.87;256.57;3463.36;267.92;3118.5;416.87;3463.36;1021.1;3463.36;208.49;2098.8;3463.36;3463.36;3118.5;3463.36;380.98;3118.5;3118.5;3463.36;3463.36;3118.5;3118.5;377.75;3118.5;351.75;3118.5;332.99;3463.36;3118.5;3463.36;3463.36;380.98;267.92;272.02;3118.5;3463.36;3118.5;3463.36;3463.36;5000.92;3463.36;5000.92;3118.5;3463.36;3118.5;2948.6;3463.36;3463.36;3463.36;329.94;3118.5;3463.36;3463.36;375.47;221.37;383.83;3463.36;416.87;309.54;416.87;416.87;3463.36;3463.36;3463.36;416.87;3463.36;3118.5;3463.36;3463.36;3463.36;3118.5;3463.36;3118.5;380.98;3463.36;3463.36;3463.36;2098.8;3118.5;3463.36;3463.36;3118.5;3463.36;3463.36;3118.5;256.57;380.98;3463.36;3118.5;5436.45;3463.36;3463.36;3118.5;3118.5;3463.36;3463.36;3118.5;3463.36;323.61;2098.8;3463.36;179.39;3463.36;3118.5;3463.36;3463.36;416.87;416.87;2948.6;3463.36;3463.36;3118.5;3463.36;3463.36;380.98;3118.5;325.2;351.75;3463.36;416.87;3463.36;5705.34;3118.5;3463.36;3118.5;3556.14;3463.36;3118.5;3463.36;3463.36;3118.5;3118.5;3463.36;5000.92;3463.36;3463.36;416.87;3118.5;3463.36;3118.5;3463.36;416.87;5000.92;1489.1;3118.5;2948.6;3463.36;3118.5;3118.5;3118.5;3118.5;5000.92;3463.36;3463.36;3463.36;3463.36;3463.36;3463.36;3463.36
470;256.57;2776.79;3463.36;3118.5;3118.5;416.87;416.87;3463.36;2946.1;3463.36;267.92;3463.36;3118.5;416.87;416.87;3118.5;3118.5;235.01;3463.36;416.87;3463.36;3463.36;3463.36;3463.36;3118.5;3118.5;3118.5;2946.1;3118.5;3463.36;3463.36;416.87;3118.5;2103.2;3463.36;4497.76;3463.36;329;3463.36;3118.5;2946.1;3463.36;3118.5;3118.5;3118.5;3118.5;3463.36;380.98;325.71;267.92;5010.55;329;3118.5;3118.5;3463.36;3118.5;389.87;3463.36;3463.36;159.67;3463.36;380.98;3463.36;3463.36;416.87;256.57;3463.36;267.92;3118.5;416.87;3463.36;1023.05;3463.36;208.49;2103.2;3463.36;3463.36;3118.5;3463.36;380.98;3118.5;3118.5;3463.36;3463.36;3118.5;3118.5;377.75;3118.5;352.5;3118.5;333.7;3463.36;3118.5;3463.36;3463.36;380.98;267.92;272.6;3118.5;3463.36;3118.5;3463.36;3463.36;5010.55;3463.36;5010.55;3118.5;3463.36;3118.5;2954.8;3463.36;3463.36;3463.36;330.65;3118.5;3463.36;3463.36;375.47;221.37;383.83;3463.36;416.87;310.2;416.87;416.87;3463.36;3463.36;3463.36;416.87;3463.36;3118.5;3463.36;3463.36;3463.36;3118.5;3463.36;3118.5;380.98;3463.36;3463.36;3463.36;2103.2;3118.5;3463.36;3463.36;3118.5;3463.36;3463.36;3118.5;256.57;380.98;3463.36;3118.5;5441.53;3463.36;3463.36;3118.5;3118.5;3463.36;3463.36;3118.5;3463.36;324.3;2103.2;3463.36;179.76;3463.36;3118.5;3463.36;3463.36;416.87;416.87;2954.8;3463.36;3463.36;3118.5;3463.36;3463.36;380.98;3118.5;325.2;352.5;3463.36;416.87;3463.36;5710.68;3118.5;3463.36;3118.5;3559.47;3463.36;3118.5;3463.36;3463.36;3118.5;3118.5;3463.36;5010.55;3463.36;3463.36;416.87;3118.5;3463.36;3118.5;3463.36;416.87;5010.55;1492.2;3118.5;2954.8;3463.36;3118.5;3118.5;3118.5;3118.5;5010.55;3463.36;3463.36;3463.36;3463.36;3463.36;3463.36;3463.36
471;256.57;2776.79;3463.36;3118.5;3118.5;416.87;416.87;3463.36;2946.1;3463.36;267.92;3463.36;3118.5;416.87;416.87;3118.5;3118.5;235.01;3463.36;416.87;3463.36;3463.36;3463.36;3463.36;3118.5;3118.5;3118.5;2946.1;3118.5;3463.36;3463.36;416.87;3118.5;2107.6;3463.36;4506.44;3463.36;329.7;3463.36;3118.5;2946.1;3463.36;3118.5;3118.5;3118.5;3118.5;3463.36;380.98;326.4;267.92;5020.17;329.7;3118.5;3118.5;3463.36;3118.5;390.69;3463.36;3463.36;160.01;3463.36;380.98;3463.36;3463.36;416.87;256.57;3463.36;267.92;3118.5;416.87;3463.36;1025;3463.36;208.49;2107.6;3463.36;3463.36;3118.5;3463.36;380.98;3118.5;3118.5;3463.36;3463.36;3118.5;3118.5;377.75;3118.5;353.25;3118.5;334.41;3463.36;3118.5;3463.36;3463.36;380.98;267.92;273.18;3118.5;3463.36;3118.5;3463.36;3463.36;5020.17;3463.36;5020.17;3118.5;3463.36;3118.5;2961;3463.36;3463.36;3463.36;331.35;3118.5;3463.36;3463.36;375.47;221.37;383.83;3463.36;416.87;310.86;416.87;416.87;3463.36;3463.36;3463.36;416.87;3463.36;3118.5;3463.36;3463.36;3463.36;3118.5;3463.36;3118.5;380.98;3463.36;3463.36;3463.36;2107.6;3118.5;3463.36;3463.36;3118.5;3463.36;3463.36;3118.5;256.57;380.98;3463.36;3118.5;5446.62;3463.36;3463.36;3118.5;3118.5;3463.36;3463.36;3118.5;3463.36;324.99;2107.6;3463.36;180.13;3463.36;3118.5;3463.36;3463.36;416.87;416.87;2961;3463.36;3463.36;3118.5;3463.36;3463.36;380.98;3118.5;325.2;353.25;3463.36;416.87;3463.36;5716.02;3118.5;3463.36;3118.5;3562.8;3463.36;3118.5;3463.36;3463.36;3118.5;3118.5;3463.36;5020.17;3463.36;3463.36;416.87;3118.5;3463.36;3118.5;3463.36;416.87;5020.17;1495.3;3118.5;2961;3463.36;3118.5;3118.5;3118.5;3118.5;5020.17;3463.36;3463.36;3463.36;3463.36;3463.36;3463.36;3463.36
472;256.57;2776.79;3463.36;3118.5;3118.5;416.87;416.87;3463.36;2946.1;3463.36;267.92;3463.36;3118.5;416.87;416.87;3118.5;3118.5;235.01;3463.36;416.87;3463.36;3463.36;3463.36;3463.36;3118.5;3118.5;3118.5;2946.1;3118.5;3463.36;3463.36;416.87;3118.5;2112;3463.36;4515.11;3463.36;330.4;3463.36;3118.5;2946.1;3463.36;3118.5;3118.5;3118.5;3118.5;3463.36;380.98;327.1;267.92;5029.8;330.4;3118.5;3118.5;3463.36;3118.5;391.52;3463.36;3463.36;160.35;3463.36;380.98;3463.36;3463.36;416.87;256.57;3463.36;267.92;3118.5;416.87;3463.36;1026.95;3463.36;208.49;2112;3463.36;3463.36;3118.5;3463.36;380.98;3118.5;3118.5;3463.36;3463.36;3118.5;3118.5;377.75;3118.5;353.73;3118.5;335.12;3463.36;3118.5;3463.36;3463.36;380.98;267.92;273.76;3118.5;3463.36;3118.5;3463.36;3463.36;5029.8;3463.36;5029.8;3118.5;3463.36;3118.5;2967.2;3463.36;3463.36;3463.36;332.05;3118.5;3463.36;3463.36;375.47;221.37;383.83;3463.36;416.87;311.52;416.87;416.87;3463.36;3463.36;3463.36;416.87;3463.36;3118.5;3463.36;3463.36;3463.36;3118.5;3463.36;3118.5;380.98;3463.36;3463.36;3463.36;2112;3118.5;3463.36;3463.36;3118.5;3463.36;3463.36;3118.5;256.57;380.98;3463.36;3118.5;5451.71;3463.36;3463.36;3118.5;3118.5;3463.36;3463.36;3118.5;3463.36;325.68;2112;3463.36;180.51;3463.36;3118.5;3463.36;3463.36;416.87;416.87;2967.2;3463.36;3463.36;3118.5;3463.36;3463.36;380.98;3118.5;325.2;354;3463.36;416.87;3463.36;5721.35;3118.5;3463.36;3118.5;3566.12;3463.36;3118.5;3463.36;3463.36;3118.5;3118.5;3463.36;5029.8;3463.36;3463.36;416.87;3118.5;3463.36;3118.5;3463.36;416.87;5029.8;1498.4;3118.5;2967.2;3463.36;3118.5;3118.5;3118.5;3118.5;5029.8;3463.36;3463.36;3463.36;3463.36;3463.36;3463.36;3463.36
473;256.57;2776.79;3463.36;3118.5;3118.5;416.87;416.87;3463.36;2946.1;3463.36;267.92;3463.36;3118.5;416.87;416.87;3118.5;3118.5;235.01;3463.36;416.87;3463.36;3463.36;3463.36;3463.36;3118.5;3118.5;3118.5;2946.1;3118.5;3463.36;3463.36;416.87;3118.5;2116.4;3463.36;4523.79;3463.36;331.1;3463.36;3118.5;2946.1;3463.36;3118.5;3118.5;3118.5;3118.5;3463.36;380.98;327.79;267.92;5039.42;331.1;3118.5;3118.5;3463.36;3118.5;392.35;3463.36;3463.36;160.69;3463.36;380.98;3463.36;3463.36;416.87;256.57;3463.36;267.92;3118.5;416.87;3463.36;1028.89;3463.36;208.49;2116.4;3463.36;3463.36;3118.5;3463.36;380.98;3118.5;3118.5;3463.36;3463.36;3118.5;3118.5;377.75;3118.5;353.73;3118.5;335.83;3463.36;3118.5;3463.36;3463.36;380.98;267.92;274.34;3118.5;3463.36;3118.5;3463.36;3463.36;5039.42;3463.36;5039.42;3118.5;3463.36;3118.5;2973.4;3463.36;3463.36;3463.36;332.76;3118.5;3463.36;3463.36;375.47;221.37;383.83;3463.36;416.87;312.18;416.87;416.87;3463.36;3463.36;3463.36;416.87;3463.36;3118.5;3463.36;3463.36;3463.36;3118.5;3463.36;3118.5;380.98;3463.36;3463.36;3463.36;2116.4;3118.5;3463.36;3463.36;3118.5;3463.36;3463.36;3118.5;256.57;380.98;3463.36;3118.5;5456.79;3463.36;3463.36;3118.5;3118.5;3463.36;3463.36;3118.5;3463.36;326.37;2116.4;3463.36;180.88;3463.36;3118.5;3463.36;3463.36;416.87;416.87;2973.4;3463.36;3463.36;3118.5;3463.36;3463.36;380.98;3118.5;325.2;354.75;3463.36;416.87;3463.36;5726.69;3118.5;3463.36;3118.5;3569.45;3463.36;3118.5;3463.36;3463.36;3118.5;3118.5;3463.36;5039.42;3463.36;3463.36;416.87;3118.5;3463.36;3118.5;3463.36;416.87;5039.42;1501.5;3118.5;2973.4;3463.36;3118.5;3118.5;3118.5;3118.5;5039.42;3463.36;3463.36;3463.36;3463.36;3463.36;3463.36;3463.36
474;256.57;2776.79;3463.36;3118.5;3118.5;416.87;416.87;3463.36;2946.1;3463.36;267.92;3463.36;3118.5;416.87;416.87;3118.5;3118.5;235.01;3463.36;416.87;3463.36;3463.36;3463.36;3463.36;3118.5;3118.5;3118.5;2946.1;3118.5;3463.36;3463.36;416.87;3118.5;2120.8;3463.36;4532.46;3463.36;331.8;3463.36;3118.5;2946.1;3463.36;3118.5;3118.5;3118.5;3118.5;3463.36;380.98;328.48;267.92;5049.05;331.8;3118.5;3118.5;3463.36;3118.5;393.18;3463.36;3463.36;161.03;3463.36;380.98;3463.36;3463.36;416.87;256.57;3463.36;267.92;3118.5;416.87;3463.36;1030.84;3463.36;208.49;2120.8;3463.36;3463.36;3118.5;3463.36;380.98;3118.5;3118.5;3463.36;3463.36;3118.5;3118.5;377.75;3118.5;353.73;3118.5;336.54;3463.36;3118.5;3463.36;3463.36;380.98;267.92;274.92;3118.5;3463.36;3118.5;3463.36;3463.36;5049.05;3463.36;5049.05;3118.5;3463.36;3118.5;2979.6;3463.36;3463.36;3463.36;333.46;3118.5;3463.36;3463.36;375.47;221.37;383.83;3463.36;416.87;312.84;416.87;416.87;3463.36;3463.36;3463.36;416.87;3463.36;3118.5;3463.36;3463.36;3463.36;3118.5;3463.36;3118.5;380.98;3463.36;3463.36;3463.36;2120.8;3118.5;3463.36;3463.36;3118.5;3463.36;3463.36;3118.5;256.57;380.98;3463.36;3118.5;5461.88;3463.36;3463.36;3118.5;3118.5;3463.36;3463.36;3118.5;3463.36;327.06;2120.8;3463.36;181.26;3463.36;3118.5;3463.36;3463.36;416.87;416.87;2979.6;3463.36;3463.36;3118.5;3463.36;3463.36;380.98;3118.5;325.2;355.5;3463.36;416.87;3463.36;5732.03;3118.5;3463.36;3118.5;3572.78;3463.36;3118.5;3463.36;3463.36;3118.5;3118.5;3463.36;5049.05;3463.36;3463.36;416.87;3118.5;3463.36;3118.5;3463.36;416.87;5049.05;1504.6;3118.5;2979.6;3463.36;3118.5;3118.5;3118.5;3118.5;5049.05;3463.36;3463.36;3463.36;3463.36;3463.36;3463.36;3463.36
475;256.57;2776.79;3463.36;3118.5;3118.5;416.87;416.87;3463.36;2946.1;3463.36;267.92;3463.36;3118.5;416.87;416.87;3118.5;3118.5;235.01;3463.36;416.87;3463.36;3463.36;3463.36;3463.36;3118.5;3118.5;3118.5;2946.1;3118.5;3463.36;3463.36;416.87;3118.5;2125.2;3463.36;4541.14;3463.36;332.5;3463.36;3118.5;2946.1;3463.36;3118.5;3118.5;3118.5;3118.5;3463.36;380.98;329.18;267.92;5058.67;332.5;3118.5;3118.5;3463.36;3118.5;394.01;3463.36;3463.36;161.37;3463.36;380.98;3463.36;3463.36;416.87;256.57;3463.36;267.92;3118.5;416.87;3463.36;1032.79;3463.36;208.49;2125.2;3463.36;3463.36;3118.5;3463.36;380.98;3118.5;3118.5;3463.36;3463.36;3118.5;3118.5;377.75;3118.5;353.73;3118.5;337.25;3463.36;3118.5;3463.36;3463.36;380.98;267.92;275.5;3118.5;3463.36;3118.5;3463.36;3463.36;5058.67;3463.36;5058.67;3118.5;3463.36;3118.5;2985.8;3463.36;3463.36;3463.36;334.16;3118.5;3463.36;3463.36;375.47;221.37;383.83;3463.36;416.87;313.5;416.87;416.87;3463.36;3463.36;3463.36;416.87;3463.36;3118.5;3463.36;3463.36;3463.36;3118.5;3463.36;3118.5;380.98;3463.36;3463.36;3463.36;2125.2;3118.5;3463.36;3463.36;3118.5;3463.36;3463.36;3118.5;256.57;380.98;3463.36;3118.5;5466.96;3463.36;3463.36;3118.5;3118.5;3463.36;3463.36;3118.5;3463.36;327.75;2125.2;3463.36;181.63;3463.36;3118.5;3463.36;3463.36;416.87;416.87;2985.8;3463.36;3463.36;3118.5;3463.36;3463.36;380.98;3118.5;325.2;356.25;3463.36;416.87;3463.36;5737.36;3118.5;3463.36;3118.5;3576.1;3463.36;3118.5;3463.36;3463.36;3118.5;3118.5;3463.36;5058.67;3463.36;3463.36;416.87;3118.5;3463.36;3118.5;3463.36;416.87;5058.67;1507.7;3118.5;2985.8;3463.36;3118.5;3118.5;3118.5;3118.5;5058.67;3463.36;3463.36;3463.36;3463.36;3463.36;3463.36;3463.36
476;256.57;2776.79;3463.36;3118.5;3118.5;416.87;416.87;3463.36;2946.1;3463.36;267.92;3463.36;3118.5;416.87;416.87;3118.5;3118.5;235.01;3463.36;416.87;3463.36;3463.36;3463.36;3463.36;3118.5;3118.5;3118.5;2946.1;3118.5;3463.36;3463.36;416.87;3118.5;2129.6;3463.36;4549.81;3463.36;333.2;3463.36;3118.5;2946.1;3463.36;3118.5;3118.5;3118.5;3118.5;3463.36;380.98;329.87;267.92;5068.3;333.2;3118.5;3118.5;3463.36;3118.5;394.84;3463.36;3463.36;161.71;3463.36;380.98;3463.36;3463.36;416.87;256.57;3463.36;267.92;3118.5;416.87;3463.36;1034.73;3463.36;208.49;2129.6;3463.36;3463.36;3118.5;3463.36;380.98;3118.5;3118.5;3463.36;3463.36;3118.5;3118.5;377.75;3118.5;353.73;3118.5;337.96;3463.36;3118.5;3463.36;3463.36;380.98;267.92;276.08;3118.5;3463.36;3118.5;3463.36;3463.36;5068.3;3463.36;5068.3;3118.5;3463.36;3118.5;2992;3463.36;3463.36;3463.36;334.87;3118.5;3463.36;3463.36;375.47;221.37;383.83;3463.36;416.87;314.16;416.87;416.87;3463.36;3463.36;3463.36;416.87;3463.36;3118.5;3463.36;3463.36;3463.36;3118.5;3463.36;3118.5;380.98;3463.36;3463.36;3463.36;2129.6;3118.5;3463.36;3463.36;3118.5;3463.36;3463.36;3118.5;256.57;380.98;3463.36;3118.5;5472.05;3463.36;3463.36;3118.5;3118.5;3463.36;3463.36;3118.5;3463.36;328.43;2129.6;3463.36;182.01;3463.36;3118.5;3463.36;3463.36;416.87;416.87;2992;3463.36;3463.36;3118.5;3463.36;3463.36;380.98;3118.5;325.2;357;3463.36;416.87;3463.36;5742.7;3118.5;3463.36;3118.5;3579.43;3463.36;3118.5;3463.36;3463.36;3118.5;3118.5;3463.36;5068.3;3463.36;3463.36;416.87;3118.5;3463.36;3118.5;3463.36;416.87;5068.3;1510.8;3118.5;2992;3463.36;3118.5;3118.5;3118.5;3118.5;5068.3;3463.36;3463.36;3463.36;3463.36;3463.36;3463.36;3463.36
477;256.57;2776.79;3463.36;3118.5;3118.5;416.87;416.87;3463.36;2946.1;3463.36;267.92;3463.36;3118.5;416.87;416.87;3118.5;3118.5;235.01;3463.36;416.87;3463.36;3463.36;3463.36;3463.36;3118.5;3118.5;3118.5;2946.1;3118.5;3463.36;3463.36;416.87;3118.5;2134;3463.36;4558.49;3463.36;333.9;3463.36;3118.5;2946.1;3463.36;3118.5;3118.5;3118.5;3118.5;3463.36;380.98;330.56;267.92;5077.92;333.9;3118.5;3118.5;3463.36;3118.5;395.67;3463.36;3463.36;162.05;3463.36;380.98;3463.36;3463.36;416.87;256.57;3463.36;267.92;3118.5;416.87;3463.36;1036.68;3463.36;208.49;2134;3463.36;3463.36;3118.5;3463.36;380.98;3118.5;3118.5;3463.36;3463.36;3118.5;3118.5;377.75;3118.5;353.73;3118.5;338.67;3463.36;3118.5;3463.36;3463.36;380.98;267.92;276.66;3118.5;3463.36;3118.5;3463.36;3463.36;5077.92;3463.36;5077.92;3118.5;3463.36;3118.5;2998.2;3463.36;3463.36;3463.36;335.57;3118.5;3463.36;3463.36;375.47;221.37;383.83;3463.36;416.87;314.82;416.87;416.87;3463.36;3463.36;3463.36;416.87;3463.36;3118.5;3463.36;3463.36;3463.36;3118.5;3463.36;3118.5;380.98;3463.36;3463.36;3463.36;2134;3118.5;3463.36;3463.36;3118.5;3463.36;3463.36;3118.5;256.57;380.98;3463.36;3118.5;5477.13;3463.36;3463.36;3118.5;3118.5;3463.36;3463.36;3118.5;3463.36;328.43;2134;3463.36;182.38;3463.36;3118.5;3463.36;3463.36;416.87;416.87;2998.2;3463.36;3463.36;3118.5;3463.36;3463.36;380.98;3118.5;325.2;357.75;3463.36;416.87;3463.36;5748.04;3118.5;3463.36;3118.5;3582.75;3463.36;3118.5;3463.36;3463.36;3118.5;3118.5;3463.36;5077.92;3463.36;3463.36;416.87;3118.5;3463.36;3118.5;3463.36;416.87;5077.92;1513.9;3118.5;2998.2;3463.36;3118.5;3118.5;3118.5;3118.5;5077.92;3463.36;3463.36;3463.36;3463.36;3463.36;3463.36;3463.36
